date,state,w(i-1),w(i-2),w(i-3),w(i-4),w(i-5),w(i-6),w(i-7),w(i-8),w(i-9),w(i-10),w(i-11),w(i-12),w(i-13),w(i-14),w(i-15),w(i-16),w(i-17),w(i-18),w(i-19),w(i-20),w(i-21),w(i-22),w(i-23),w(i-24),w(i-25),w(i-26),w(i-27),w(i-28),w(i-29),w(i-30),w(i-31),w(i-32),w(i-33),w(i-34),w(i-35),w(i-36),w(i-37),w(i-38),w(i-39),w(i-40),w(i-41),w(i-42),w(i-43),w(i-44),w(i-45),w(i-46),w(i-47),w(i-48),w(i-49),w(i-50),w(i-51),w(i-52),w(i-53),w(i-54),w(i-55),w(i-56),w(i-57),w(i-58),w(i-59),w(i-60),w(i-61),w(i-62),w(i-63),w(i-64),w(i-65),w(i-66),w(i-67),w(i-68),w(i-69),w(i-70),w(i-71),w(i-72),w(i-73),w(i-74),w(i-75),w(i-76),w(i-77),w(i-78),w(i-79),w(i-80),w(i-81),w(i-82),w(i-83),w(i-84),w(i-85),w(i-86),w(i-87),w(i-88),w(i-89),w(i-90),w(i-91),w(i-92),w(i-93),w(i-94),w(i-95),w(i-96),w(i-97),w(i-98),w(i-99),w(i-100),w(i-101),w(i-102),w(i-103),w(i-104),w(i-105),w(i-106),w(i-107),w(i-108),w(i-109),w(i-110),w(i-111),w(i-112),w(i-113),w(i-114),w(i-115),w(i-116),w(i-117),w(i-118),w(i-119),w(i-120),w(i-121),w(i-122),w(i-123),w(i-124),w(i-125),w(i-126),w(i-127),w(i-128),w(i-129),w(i-130),w(i-131),w(i-132),w(i-133),w(i-134),w(i-135),w(i-136),w(i-137),w(i-138),w(i-139),w(i-140),w(i-141),w(i-142),w(i-143),w(i-144),w(i-145),w(i-146),w(i-147),w(i-148),w(i-149),w(i-150)
190,10,10,2,9,4,1,11,12,8,4,2,6,0,5,12,8,12,1,14,3,10,13,11,1,5,8,2,1,13,8,12,8,2,0,3,11,6,10,0,1,6,3,1,2,2,0,0,10,8,7,0,7,11,5,4,7,9,8,12,2,5,8,4,3,12,11,10,10,10,8,6,10,1,4,4,8,3,1,11,13,11,4,9,13,0,8,2,1,11,12,1,12,11,7,2,0,3,1,11,11,2,11,12,12,10,5,8,12,12,10,2,5,2,10,5,10,11,4,10,5,1,4,4,6,8,10,2,1,9,4,2,1,0,1,5,4,8,6,6,7,0,6,1,6,5,2,4,3,2,1,0
191,8,8,10,1,0,3,0,0,0,6,3,1,7,3,2,11,6,0,0,10,11,8,10,9,2,4,6,1,0,11,6,11,6,1,2,8,7,7,8,2,2,7,10,0,1,1,3,2,8,6,6,2,6,9,4,3,9,11,6,0,1,4,6,7,11,10,9,9,8,8,6,7,1,2,3,3,5,10,2,9,8,9,3,2,11,8,6,1,0,9,0,2,3,3,6,1,2,10,2,9,9,1,9,3,4,8,4,6,3,0,8,1,4,1,8,4,8,9,3,8,4,0,3,3,8,6,2,1,2,7,3,1,2,7,0,4,3,6,7,7,6,5,1,0,3,4,1,3,2,1,0
192,9,8,1,10,0,8,2,3,9,8,7,2,0,6,4,1,5,7,3,8,9,11,11,3,9,3,3,7,0,8,11,4,5,7,0,4,11,6,6,10,4,1,7,10,8,10,0,4,4,10,7,7,4,8,9,6,2,0,5,7,3,0,1,5,6,11,9,9,11,1,1,7,6,5,1,2,4,6,9,1,9,8,9,2,8,11,1,7,5,3,9,8,5,4,4,5,5,4,8,3,9,9,0,9,4,5,11,12,4,4,3,11,0,10,0,1,1,10,9,2,1,5,3,2,2,8,7,1,0,3,6,2,0,3,4,3,3,2,7,6,6,5,4,0,3,2,3,0,2,1,0
193,0,13,5,0,11,15,10,3,4,13,12,9,1,3,8,7,3,8,9,14,4,13,15,11,3,13,4,3,9,2,10,15,9,14,9,3,4,15,8,8,11,7,4,0,9,4,2,5,12,4,9,9,9,10,9,13,8,1,7,15,9,12,0,0,7,13,0,12,13,11,11,11,9,8,11,4,1,1,5,13,4,13,3,13,1,10,15,0,9,5,4,13,12,4,12,12,7,14,4,5,4,13,13,15,0,12,14,11,3,9,12,12,11,4,5,5,8,5,11,13,1,11,3,4,1,12,5,9,11,2,4,10,1,5,4,0,4,3,1,9,8,8,7,6,5,4,1,3,2,1,0
194,10,3,11,4,10,10,1,7,0,3,11,3,8,0,1,7,9,6,6,8,2,3,11,6,10,7,11,3,2,8,1,3,6,8,6,8,1,9,12,9,7,10,9,3,10,8,3,1,1,9,9,8,8,8,9,8,11,2,0,1,6,8,3,1,2,8,11,4,11,11,10,10,10,8,7,10,3,0,0,5,11,3,11,4,11,0,7,6,9,8,1,3,11,3,6,9,9,6,1,9,4,3,11,11,1,11,9,2,10,2,8,9,3,4,4,2,1,7,2,10,11,0,10,2,3,0,0,4,8,10,1,3,7,0,1,3,9,3,2,0,8,7,7,6,5,4,3,0,2,1,0
195,4,10,3,6,4,7,10,11,3,0,3,3,3,7,8,0,5,5,9,2,7,1,9,6,4,4,1,6,9,1,7,0,3,1,5,6,7,0,5,11,5,2,6,5,9,7,10,3,0,0,5,5,10,7,6,7,6,6,2,8,6,6,7,3,3,5,7,6,4,3,6,4,4,10,7,2,0,9,5,5,8,7,3,1,1,6,8,2,11,11,7,0,3,6,3,9,5,5,6,0,5,4,9,6,6,11,7,5,1,4,1,5,5,3,4,1,0,0,2,4,10,6,8,4,1,1,8,8,1,10,4,0,9,2,8,0,9,5,3,1,8,7,2,2,6,5,4,3,2,1,0
196,10,11,8,9,6,10,8,10,0,9,2,9,10,9,5,3,2,7,7,2,4,5,3,9,6,0,8,6,6,1,2,5,2,9,3,7,3,5,2,7,12,7,4,6,7,1,5,10,9,6,2,7,7,5,5,5,5,5,6,4,7,6,0,5,9,9,9,5,6,10,10,6,8,8,8,5,4,8,1,7,7,6,10,9,8,8,6,0,9,0,0,4,3,1,10,9,1,7,7,5,3,7,10,1,8,6,0,11,7,3,11,2,7,7,9,10,1,2,2,4,2,8,8,9,8,9,1,2,7,8,5,8,2,1,4,0,2,1,7,1,6,0,5,4,4,3,0,2,1,0,0
197,7,10,7,7,1,9,7,10,10,11,1,6,1,9,1,4,5,6,0,3,12,12,4,1,1,9,11,7,8,9,2,8,4,6,1,8,3,12,4,6,3,13,3,0,10,3,12,4,10,1,10,6,3,3,10,4,4,3,4,9,11,5,2,11,4,1,11,3,4,9,8,10,9,7,7,10,4,0,6,12,5,3,3,9,1,9,8,9,5,12,11,3,4,6,1,9,1,12,3,3,4,6,3,8,2,9,9,11,9,3,7,7,8,3,3,1,8,2,6,6,0,7,10,9,5,7,8,1,5,5,8,4,7,6,2,0,5,6,2,3,1,2,5,4,0,0,1,3,2,1,0
198,10,5,13,1,2,3,10,1,8,13,11,12,9,0,10,3,5,6,9,2,2,7,4,8,3,0,10,8,1,7,10,0,7,8,9,0,5,2,3,8,9,2,14,2,4,10,2,0,8,13,0,9,9,2,2,13,8,10,12,10,10,4,6,10,5,8,0,11,12,5,10,13,13,10,1,1,1,8,4,9,0,2,2,6,8,0,7,7,10,6,12,5,8,8,9,0,10,3,0,2,2,5,9,2,8,0,10,10,11,8,2,3,1,7,2,2,3,5,0,9,9,1,1,1,10,6,1,7,0,6,6,7,4,1,9,0,4,6,9,0,8,0,7,6,5,4,4,3,2,1,0
199,5,11,15,12,8,12,6,11,0,6,12,4,2,6,5,11,5,2,2,7,1,13,7,3,9,5,5,11,4,4,11,11,11,9,1,10,5,9,1,10,9,7,13,6,6,3,12,13,8,6,12,5,10,10,13,13,12,9,9,13,2,11,3,9,11,2,9,5,4,10,2,11,14,5,11,8,12,12,1,3,10,8,10,10,1,6,8,7,0,11,6,10,4,4,1,7,5,11,5,8,5,6,2,10,13,6,0,11,11,4,6,5,5,8,7,1,5,5,9,0,7,7,8,7,12,11,10,8,10,5,9,3,0,9,8,7,1,6,4,7,0,6,5,3,4,2,3,3,2,1,0
200,8,4,11,10,8,10,9,4,11,10,5,9,12,4,5,4,11,4,1,3,7,10,0,6,2,1,8,4,11,12,9,11,11,6,8,1,7,4,8,0,8,1,7,6,5,5,2,11,6,6,5,0,4,7,7,0,6,9,1,1,6,1,11,2,3,7,12,1,4,12,8,1,11,8,0,11,10,9,9,1,2,8,6,3,8,3,5,4,11,9,11,5,4,12,12,2,7,4,11,4,6,0,0,1,8,6,5,6,11,11,12,5,0,8,10,8,0,0,4,9,7,7,7,10,7,9,11,3,10,8,4,3,3,9,9,8,7,6,5,3,7,6,5,4,2,3,1,2,2,1,0
201,9,8,8,11,15,10,9,10,4,11,13,10,10,12,0,8,4,4,4,2,2,7,5,0,9,1,14,4,7,11,12,10,3,11,6,3,14,7,4,0,5,7,14,7,5,8,8,1,10,5,9,8,13,4,7,7,5,5,10,4,14,0,13,11,1,2,6,0,14,4,12,5,0,11,13,4,8,9,10,10,14,1,10,9,5,5,2,8,4,3,3,11,8,7,12,12,14,7,4,11,4,9,5,5,0,7,5,13,6,11,11,12,8,5,3,9,3,5,5,4,0,6,10,7,1,9,10,11,2,9,3,4,2,2,10,10,9,7,6,8,2,7,6,5,4,3,2,0,1,1,0
202,10,9,3,4,12,13,3,9,6,4,12,6,8,10,11,1,8,4,10,4,10,1,7,5,1,9,0,2,3,4,12,11,11,3,12,12,3,10,7,4,3,5,7,2,7,5,8,8,0,12,5,9,8,10,4,7,7,5,5,10,10,12,1,12,12,0,2,12,1,2,4,11,5,1,0,10,10,12,9,6,9,2,0,7,9,5,5,2,8,4,3,6,12,8,7,11,11,0,7,4,12,4,9,5,5,1,7,5,10,6,12,12,11,8,5,3,9,3,5,5,4,6,6,7,7,9,9,6,6,2,9,3,3,2,0,6,10,9,7,4,8,2,7,6,5,4,3,2,1,0,0
203,0,8,4,10,4,11,9,7,9,0,10,11,9,5,8,12,10,5,4,8,4,8,2,6,1,0,6,5,1,7,4,11,12,9,11,11,3,6,1,6,4,12,1,7,1,6,0,5,5,7,11,0,4,5,8,4,1,10,0,0,8,8,11,0,11,11,6,2,3,12,1,4,10,10,1,5,12,8,11,9,9,9,1,7,7,4,2,7,1,5,4,6,9,11,5,10,12,0,1,6,4,11,4,7,0,0,7,7,0,8,3,11,11,12,5,5,7,9,6,1,0,4,9,3,6,6,9,6,9,11,2,9,10,4,2,2,9,8,7,6,3,5,2,6,3,5,4,3,2,1,0
204,5,13,12,3,9,3,11,10,7,10,8,9,11,12,8,12,13,9,6,3,12,9,0,1,5,4,4,7,7,0,7,3,11,13,8,11,11,3,2,0,5,3,13,4,7,0,5,4,6,6,7,11,4,3,6,12,3,11,5,4,4,8,0,0,9,0,11,2,1,5,13,0,3,9,9,0,6,12,12,11,10,8,8,0,7,7,3,4,4,11,6,3,2,8,11,6,9,13,8,0,5,3,12,3,7,4,4,7,7,4,12,3,11,11,13,6,4,7,10,2,4,4,3,12,5,2,5,8,2,8,11,1,10,9,3,1,1,8,0,7,5,3,6,1,5,3,4,3,2,1,0
205,2,12,3,9,6,5,2,9,12,7,6,7,8,9,8,2,8,11,8,2,8,9,8,0,0,4,10,3,6,11,10,1,6,12,11,7,1,9,3,4,10,5,8,11,10,11,10,5,3,2,2,1,7,3,6,2,8,8,5,5,3,3,7,4,4,3,8,9,4,0,12,11,4,1,8,8,10,9,8,1,2,6,7,7,10,11,5,6,5,5,10,2,8,4,7,9,2,8,11,11,10,10,1,9,1,6,1,1,6,5,3,8,3,9,9,11,2,1,1,6,4,10,1,1,7,1,4,10,6,4,7,9,0,6,8,1,0,0,7,4,6,5,3,2,0,4,3,2,1,1,0
206,6,5,0,2,12,9,8,14,10,0,6,9,1,14,10,12,5,12,13,14,5,1,12,14,11,6,7,11,2,9,13,11,6,9,0,13,13,10,10,3,7,11,4,14,13,11,6,9,4,2,5,5,1,10,2,9,5,12,14,4,8,2,2,7,7,10,2,10,10,7,1,0,13,7,14,14,8,11,0,12,12,5,9,1,9,11,14,6,9,6,6,11,5,14,7,7,10,5,8,13,2,11,11,14,12,14,9,2,2,6,6,2,12,3,10,10,13,5,0,6,9,7,11,1,1,12,3,7,11,9,7,3,10,1,9,8,3,1,1,1,7,6,4,3,5,1,4,3,2,1,0
207,10,2,11,10,1,8,0,7,0,10,10,11,3,1,7,8,11,4,11,10,7,4,0,8,0,3,3,2,1,1,5,5,12,0,0,10,11,6,10,8,5,9,12,2,0,11,1,5,12,2,1,4,4,9,10,1,5,4,11,0,2,2,1,1,6,8,9,12,10,8,9,3,10,11,12,0,10,7,12,10,11,8,4,5,6,6,12,0,2,5,1,1,12,4,0,8,6,8,4,7,11,6,12,2,0,8,0,5,1,1,5,2,1,11,10,8,8,4,4,1,5,3,9,1,1,0,11,10,9,2,6,9,6,8,3,5,7,0,3,3,6,6,5,2,0,4,3,2,0,1,0
208,9,5,5,10,5,1,7,2,8,9,10,5,11,2,0,0,10,8,0,11,5,9,0,0,9,9,9,9,3,13,1,2,4,7,9,2,5,7,11,10,10,10,3,7,13,9,9,1,6,7,2,1,4,4,3,11,1,2,0,7,9,13,8,1,1,11,7,3,1,9,10,3,3,5,5,7,9,5,0,6,5,0,9,10,6,11,11,6,9,6,2,13,13,13,7,9,10,8,10,0,8,12,3,7,6,9,10,9,6,0,0,6,6,1,8,1,10,10,4,0,0,6,2,8,1,0,9,3,5,3,5,2,2,11,10,3,2,8,9,3,3,8,7,6,5,1,4,3,2,1,0
209,10,14,0,6,9,5,4,7,3,8,3,0,5,10,2,11,11,9,14,11,14,0,14,11,11,14,14,14,14,1,12,4,1,10,7,10,5,0,7,6,0,0,0,1,7,12,14,10,12,10,7,1,4,3,3,2,6,4,3,3,7,14,12,8,4,4,6,7,9,4,14,0,1,2,0,10,7,14,13,11,7,0,11,14,9,6,6,6,7,10,6,3,12,12,12,7,14,1,8,8,11,8,10,4,7,1,14,9,5,10,11,11,10,10,4,14,0,0,9,13,11,11,10,6,1,12,11,10,9,0,1,1,6,1,6,0,2,6,8,0,2,2,5,7,6,5,4,3,2,1,0
210,5,10,10,14,14,5,14,3,6,4,2,2,8,14,13,5,9,11,8,5,11,10,14,10,11,11,10,10,10,10,0,11,3,0,13,6,10,4,14,6,5,8,8,8,0,6,4,10,10,11,13,6,0,3,2,2,1,9,3,5,2,6,10,4,7,3,3,9,6,9,3,10,8,9,1,14,14,6,10,14,11,12,14,13,10,2,5,5,5,12,10,12,5,11,11,14,2,3,0,7,8,11,7,13,1,6,0,10,12,4,13,11,11,12,12,3,10,8,8,8,2,2,11,12,5,0,11,11,10,9,4,0,0,5,0,9,8,1,5,7,4,1,1,7,6,5,4,3,2,1,0
211,6,4,6,13,3,3,11,3,2,14,1,7,1,13,3,6,9,4,11,12,13,11,13,3,13,11,0,12,13,13,13,8,10,2,1,1,0,6,9,3,14,5,12,12,1,8,14,7,13,6,10,6,9,7,2,11,11,0,5,2,1,11,10,13,7,7,2,2,5,12,13,2,13,12,8,0,3,3,0,6,3,10,4,3,14,12,12,4,5,5,4,6,4,1,10,10,9,11,1,8,5,12,11,7,3,0,3,10,6,12,6,1,10,10,4,4,2,13,2,12,12,11,11,10,6,9,8,10,10,6,9,9,8,9,5,8,5,2,0,4,7,6,0,0,5,5,4,3,2,1,0
212,9,9,13,9,9,2,2,3,2,1,4,13,5,0,8,2,9,3,6,6,8,3,6,11,2,9,6,6,4,11,11,11,7,10,1,13,9,4,9,13,2,9,3,8,8,13,7,4,10,13,9,10,9,4,7,1,0,0,14,8,1,13,0,4,11,10,5,1,1,4,4,8,1,8,8,7,10,2,9,4,9,2,6,12,2,9,12,8,3,3,3,12,9,12,13,10,10,10,0,13,7,5,8,6,5,5,1,2,7,9,8,6,13,6,6,12,12,1,11,2,8,8,0,6,6,9,3,7,10,6,9,3,2,7,7,3,7,3,8,6,3,5,4,7,6,5,4,3,2,1,0
213,3,6,6,2,6,6,1,1,2,12,13,11,14,7,6,9,12,13,2,8,8,9,11,8,11,1,13,8,8,11,11,11,11,5,0,13,2,13,3,6,14,12,3,4,9,9,2,5,3,14,11,6,0,7,3,14,0,10,10,5,9,0,2,10,11,11,14,7,0,0,4,3,9,13,9,9,5,5,1,13,3,6,1,8,13,1,8,11,9,2,4,4,3,6,7,2,0,7,1,3,2,5,4,9,8,7,12,4,3,1,6,9,8,2,8,8,2,7,0,11,1,9,9,10,8,8,7,2,7,0,8,6,4,1,5,1,4,5,4,9,8,2,7,6,5,5,4,3,2,1,0
214,8,2,9,9,1,9,8,0,0,1,0,12,2,6,3,3,7,0,9,1,8,4,7,3,4,8,0,3,4,4,7,8,8,10,5,10,12,1,9,2,9,6,0,2,13,7,7,6,5,2,10,3,9,10,9,2,5,12,11,11,14,8,12,1,11,2,8,10,3,12,12,8,2,8,12,8,7,5,10,0,0,2,9,0,4,13,0,9,12,7,1,8,1,13,9,13,1,10,10,10,2,1,5,3,7,4,3,0,12,0,5,9,7,4,1,4,4,13,13,12,3,6,7,7,11,4,4,9,1,5,10,4,9,8,6,5,5,1,5,8,7,4,1,3,6,5,4,3,2,1,0
215,7,6,1,7,7,5,7,7,10,10,2,10,6,13,4,2,7,9,10,13,3,6,4,9,2,4,13,10,7,5,4,7,7,3,3,3,8,8,5,14,11,7,4,10,1,1,9,9,4,12,11,5,5,7,8,0,11,5,6,1,1,4,9,11,5,1,13,4,8,2,8,6,13,1,9,11,9,9,12,8,10,10,1,7,10,8,0,10,13,13,9,0,6,13,0,7,0,5,8,8,11,1,5,12,2,9,8,2,2,11,10,0,7,0,4,0,8,8,0,0,8,2,6,0,9,1,1,8,0,3,5,8,8,7,6,6,5,5,2,5,6,6,3,5,2,4,3,3,2,1,0
216,13,13,9,0,10,10,5,10,7,8,8,5,8,6,0,13,4,13,1,8,10,5,7,11,9,1,11,7,8,6,11,11,3,14,14,2,2,12,6,13,10,0,10,13,3,0,7,3,6,3,3,0,13,13,10,12,10,0,13,6,4,4,5,7,6,13,4,0,14,13,1,6,6,7,0,14,6,14,9,7,2,8,8,0,10,8,11,14,8,10,7,4,5,1,7,12,10,7,13,2,4,8,0,13,3,1,9,11,1,10,1,0,12,3,9,11,13,11,11,9,12,13,1,3,3,6,11,11,11,10,5,4,12,11,10,9,3,7,8,1,5,7,6,2,5,4,3,2,2,1,0
217,4,5,6,4,13,6,6,14,6,6,4,5,3,15,7,9,11,0,1,4,15,12,3,11,9,4,0,10,14,15,0,10,1,9,9,9,9,5,8,7,12,12,13,6,1,15,13,10,4,4,2,2,13,8,0,6,8,12,13,5,7,10,5,15,4,7,14,10,14,9,8,0,7,7,0,13,9,7,4,4,15,8,15,15,13,14,14,14,9,15,6,14,4,3,0,14,13,6,11,14,8,8,5,10,14,2,0,4,7,0,15,14,13,5,6,4,1,12,7,7,12,11,7,10,2,2,4,10,10,9,6,3,5,8,7,6,2,2,5,5,0,5,2,4,1,3,0,2,1,1,0
218,1,4,6,11,5,13,11,8,3,8,5,7,7,11,11,12,10,3,2,0,4,14,8,3,5,10,4,9,11,10,7,12,11,0,10,10,10,10,0,9,12,3,8,13,8,3,1,13,5,4,4,1,6,13,9,3,8,9,8,13,3,12,5,7,6,5,12,3,11,10,10,9,0,12,12,5,13,10,12,4,4,6,9,7,6,13,8,7,6,10,7,8,10,4,3,5,5,13,8,5,3,9,9,7,11,3,6,2,4,11,0,2,6,11,7,8,4,0,3,12,12,10,4,12,11,1,4,4,11,11,10,8,3,2,9,0,8,5,1,6,7,2,6,5,4,0,3,2,1,0,0
219,5,1,11,6,13,8,15,13,1,3,13,13,7,7,3,14,13,15,1,2,12,14,14,5,3,4,10,8,8,10,5,7,12,10,1,8,1,0,0,0,9,11,3,15,15,1,1,14,15,10,11,11,0,6,15,11,1,13,9,0,15,11,9,10,7,6,14,9,3,10,5,1,11,14,9,9,5,15,14,12,14,8,6,9,7,6,15,13,7,6,0,7,13,5,14,3,5,5,10,13,4,3,9,8,7,10,12,6,2,8,9,12,2,5,10,7,1,8,1,0,9,9,0,4,9,10,4,4,11,10,10,1,1,3,2,9,9,1,8,7,6,7,3,6,5,4,0,3,2,1,0
220,5,8,13,9,13,6,9,10,6,6,2,6,6,5,4,2,7,8,10,13,3,5,9,7,1,2,0,7,9,4,7,1,5,6,7,7,6,6,9,3,3,4,5,2,1,10,6,13,12,10,10,0,9,0,0,10,3,6,6,8,3,10,3,8,11,5,2,9,8,2,10,1,9,3,3,8,8,9,10,9,8,9,9,5,8,5,5,10,6,5,7,10,5,1,6,9,2,4,2,10,6,3,2,3,3,5,10,2,0,4,9,7,3,5,8,10,3,6,9,7,2,7,7,2,3,8,1,0,0,9,5,7,7,3,2,1,8,7,6,1,0,2,5,4,2,0,0,3,2,1,0
221,3,9,4,1,3,1,2,3,11,2,7,1,7,2,4,4,10,10,9,11,1,0,9,0,10,7,1,9,10,3,0,10,4,4,0,10,10,2,5,5,7,13,8,9,1,7,11,7,1,6,11,11,6,3,6,6,11,7,0,7,8,7,11,1,8,12,9,5,3,8,1,11,11,5,3,0,8,8,3,11,5,8,3,3,9,8,6,9,11,2,4,1,5,6,7,2,3,5,4,4,11,7,2,1,8,7,4,11,1,2,0,3,10,0,9,4,11,8,2,3,10,1,8,8,5,7,8,0,6,2,3,4,10,10,7,1,9,8,8,7,3,6,5,4,4,1,3,2,0,1,0
222,4,5,4,11,5,6,12,9,3,10,9,6,0,6,9,2,6,0,7,5,10,7,1,9,12,7,6,0,3,7,2,9,7,11,4,9,7,7,9,9,10,1,1,3,4,0,6,10,6,7,9,10,10,2,2,2,2,10,1,9,6,8,6,10,1,8,9,4,4,12,8,0,10,11,7,1,12,8,8,11,10,12,8,12,2,4,1,4,4,10,11,11,7,5,2,6,11,12,0,3,11,10,6,1,0,1,1,4,10,0,2,9,8,7,9,4,11,10,6,9,5,7,0,7,7,5,6,8,9,2,2,2,4,7,7,6,0,4,8,7,6,5,2,0,4,4,0,3,2,1,0
223,2,5,2,7,4,2,9,3,1,2,9,8,5,3,5,1,4,11,8,8,2,10,3,0,5,0,8,5,3,11,8,9,10,8,10,4,0,8,8,10,0,2,6,0,6,7,3,5,9,5,3,1,5,11,9,9,1,1,9,9,3,5,6,5,3,3,6,11,7,8,2,6,3,8,10,2,9,0,6,6,2,9,2,6,0,9,1,6,1,5,2,4,4,3,7,1,5,10,0,8,11,4,11,5,11,3,6,5,6,8,3,1,0,9,8,0,4,4,8,11,1,10,8,3,6,6,2,11,6,10,1,1,9,4,8,8,5,6,7,6,6,5,2,1,2,4,4,3,2,1,0
224,1,1,7,1,8,12,2,10,13,4,1,9,4,4,13,4,4,3,3,2,5,1,9,13,11,4,11,5,7,2,8,5,10,11,5,7,3,11,5,5,4,11,1,6,10,3,7,13,7,9,4,13,0,9,9,10,10,0,4,9,10,11,4,6,10,9,10,12,8,3,2,1,12,13,9,7,1,10,11,12,12,1,9,1,12,11,10,2,6,3,2,9,4,3,5,8,0,7,4,1,8,8,3,9,4,8,13,6,6,3,9,13,4,11,10,5,11,2,12,9,3,4,2,5,13,5,5,1,8,12,11,0,0,10,9,5,5,8,2,7,6,5,4,1,0,1,3,3,2,1,0
225,0,0,0,7,0,12,6,3,7,1,5,0,11,5,5,1,5,5,2,2,8,8,5,11,1,9,12,9,8,0,1,0,8,4,4,8,0,2,9,8,8,4,10,10,10,7,6,7,1,12,11,5,1,13,11,11,3,7,3,5,11,7,1,5,6,7,11,7,6,13,2,10,0,6,1,11,4,10,7,9,6,6,0,11,10,6,10,4,12,6,2,12,11,5,2,1,10,2,8,4,10,8,0,0,11,5,0,1,6,6,2,11,1,5,9,4,8,9,2,6,11,7,5,4,8,1,6,6,10,7,6,9,3,3,7,2,8,8,5,1,7,6,6,5,4,3,0,2,2,1,0
226,2,2,2,2,4,2,11,10,0,5,1,5,2,10,5,5,9,5,5,2,12,9,6,4,10,11,3,11,3,6,4,0,8,11,2,0,6,4,3,11,6,6,5,5,2,5,7,7,1,9,4,10,5,5,3,10,10,6,2,9,3,10,7,11,4,7,5,10,1,9,12,1,0,2,10,9,6,4,5,7,3,6,9,2,10,2,10,3,8,0,7,3,4,10,5,3,11,8,8,4,8,2,8,9,9,10,5,8,9,7,7,7,6,9,8,12,7,6,11,4,10,6,1,5,8,6,9,6,6,8,8,7,4,9,8,2,2,6,6,5,0,1,7,6,5,4,3,2,1,0,0
227,3,2,2,2,2,12,2,10,6,0,3,5,4,2,6,4,4,7,4,4,2,13,7,13,6,11,5,3,10,8,13,12,0,5,5,2,0,5,2,11,10,8,5,4,9,9,9,3,1,6,7,12,11,4,5,13,11,11,8,6,7,4,11,3,5,4,1,3,11,3,7,8,6,9,2,6,7,8,12,9,3,3,6,7,2,11,9,6,9,11,0,1,13,0,11,4,10,5,9,13,12,4,2,9,7,2,1,4,3,7,3,3,1,8,7,4,8,11,8,10,0,6,8,1,4,0,5,7,5,5,9,1,3,8,7,7,6,2,5,5,4,0,6,1,5,4,0,3,2,1,0
228,10,2,1,1,1,1,3,1,9,6,0,4,10,4,1,6,4,4,9,4,4,1,12,3,7,6,10,10,8,2,2,7,13,3,9,8,1,3,8,1,2,2,7,8,4,4,1,5,5,5,6,10,13,0,4,10,12,3,3,7,6,9,4,0,5,10,4,5,13,0,10,6,12,6,11,1,6,9,8,10,1,5,2,6,6,1,4,1,6,2,9,3,5,2,3,0,4,2,8,9,7,3,4,1,9,9,1,0,4,9,10,5,5,5,7,10,4,7,3,7,2,3,6,7,0,4,3,8,9,5,5,9,9,5,10,9,9,6,1,8,7,4,3,6,5,5,4,3,2,1,0
229,3,6,8,0,0,0,0,7,0,10,5,6,8,6,3,0,11,3,3,1,3,3,0,2,2,2,5,11,6,8,10,10,2,7,2,13,6,0,2,6,0,9,10,4,6,3,3,0,10,8,2,5,1,7,11,3,6,9,11,11,4,5,1,3,11,8,6,3,3,8,11,8,1,12,5,2,0,5,1,12,7,6,8,8,4,1,0,11,0,5,10,9,9,4,9,9,11,3,10,6,9,9,7,3,0,2,2,0,11,3,8,1,4,8,4,4,1,3,4,9,4,10,2,5,7,8,3,9,6,1,4,4,0,8,4,7,1,1,5,0,6,4,3,2,5,4,4,3,2,1,0
230,9,2,4,4,7,7,7,7,1,7,9,6,12,4,8,2,7,6,2,2,8,2,2,7,11,5,5,12,8,12,4,9,0,5,1,5,11,9,7,1,6,1,0,9,5,9,2,2,7,3,3,11,3,8,8,12,2,4,0,6,6,5,0,0,0,6,4,9,2,11,4,8,4,11,13,3,5,7,12,8,6,1,7,4,4,3,11,7,12,7,12,7,0,9,3,0,1,12,2,9,9,12,0,1,2,7,5,11,7,6,2,4,8,3,1,10,5,8,0,3,6,5,9,1,6,5,4,2,1,9,8,3,3,7,4,3,1,0,0,7,7,6,5,4,3,1,3,3,2,1,0
231,8,5,1,5,4,6,6,6,6,3,6,5,13,0,4,4,1,6,10,1,1,9,1,1,6,0,0,0,0,10,5,4,8,8,0,3,0,4,5,6,0,5,3,7,8,2,5,0,5,6,5,12,2,2,9,3,10,1,5,7,10,10,7,6,7,1,10,4,8,1,2,4,10,4,2,0,2,9,6,10,9,1,3,5,4,4,2,2,6,10,6,10,8,6,5,2,7,0,10,1,8,5,10,7,3,1,6,9,9,9,10,1,4,9,2,4,11,8,9,7,8,10,2,8,0,10,7,4,1,0,5,9,2,2,9,4,2,8,7,7,6,6,5,5,4,0,3,2,2,1,0
232,10,3,4,11,4,11,5,5,5,5,11,5,4,2,4,0,4,3,5,10,3,0,3,0,7,5,8,3,8,8,10,4,0,7,7,8,0,3,6,4,5,7,4,5,8,7,1,4,7,7,5,11,11,1,2,3,0,10,0,4,8,10,10,9,6,6,0,10,11,7,0,1,0,10,11,1,7,1,3,5,10,3,10,2,4,11,7,1,1,5,10,5,10,7,6,4,1,8,8,10,0,7,4,8,6,0,2,5,3,5,5,10,0,6,3,1,0,5,7,3,6,1,10,1,7,8,10,9,6,0,8,4,3,1,1,2,6,1,7,6,6,5,5,4,4,0,3,2,1,1,0
