date,true label,w(i-0),w(i-1),w(i-2),w(i-3),w(i-4),w(i-5),w(i-6),w(i-7),w(i-8),w(i-9),w(i-10),w(i-11),w(i-12),w(i-13),w(i-14),w(i-15),w(i-16),w(i-17),w(i-18),w(i-19),w(i-20),w(i-21),w(i-22),w(i-23),w(i-24),w(i-25),w(i-26),w(i-27),w(i-28),w(i-29),w(i-30),w(i-31),w(i-32),w(i-33),w(i-34),w(i-35),w(i-36),w(i-37),w(i-38),w(i-39),w(i-40),w(i-41),w(i-42),w(i-43),w(i-44),w(i-45),w(i-46),w(i-47),w(i-48),w(i-49),w(i-50),w(i-51),w(i-52),w(i-53),w(i-54),w(i-55),w(i-56),w(i-57),w(i-58),w(i-59),w(i-60),w(i-61),w(i-62),w(i-63),w(i-64),w(i-65),w(i-66),w(i-67),w(i-68),w(i-69),w(i-70),w(i-71),w(i-72),w(i-73),w(i-74),w(i-75),w(i-76),w(i-77),w(i-78),w(i-79),w(i-80),w(i-81),w(i-82),w(i-83),w(i-84),w(i-85),w(i-86),w(i-87),w(i-88),w(i-89),w(i-90),w(i-91),w(i-92),w(i-93),w(i-94),w(i-95),w(i-96),w(i-97),w(i-98),w(i-99),w(i-100),w(i-101),w(i-102),w(i-103),w(i-104),w(i-105),w(i-106),w(i-107),w(i-108),w(i-109),w(i-110),w(i-111),w(i-112),w(i-113),w(i-114),w(i-115),w(i-116),w(i-117),w(i-118),w(i-119),w(i-120),w(i-121),w(i-122),w(i-123),w(i-124),w(i-125),w(i-126),w(i-127),w(i-128),w(i-129),w(i-130),w(i-131),w(i-132),w(i-133),w(i-134),w(i-135),w(i-136),w(i-137),w(i-138),w(i-139),w(i-140),w(i-141),w(i-142),w(i-143),w(i-144),w(i-145),w(i-146),w(i-147),w(i-148),w(i-149),w(i-150)
160,4,1,4,6,8,5,3,7,5,3,4,12,4,10,4,1,6,8,4,3,5,6,5,5,1,6,3,6,3,10,7,12,3,5,9,10,5,8,6,12,1,7,1,10,6,7,17,3,10,10,4,5,6,1,5,12,7,9,10,9,6,1,8,8,1,1,12,10,8,8,3,12,12,12,8,9,3,8,6,10,3,9,6,9,7,12,4,8,6,8,1,4,6,6,12,3,1,9,10,10,6,9,9,12,6,6,6,3,7,7,3,12,12,10,6,6,3,6,3,9,5,8,9,10,12,9,4,10,6,3,3,5,4,6,4,5,7,7,6,9,3,8,12,10,4,6,3,6,4,1,6,5
161,6,11,1,4,6,10,5,10,7,4,10,0,14,4,0,4,9,6,8,4,5,11,3,5,5,5,11,3,3,3,0,7,3,3,5,3,10,14,1,4,0,11,7,1,0,6,1,11,9,0,14,4,5,6,3,4,8,7,9,0,9,6,1,11,11,1,1,8,9,0,5,10,8,14,8,1,11,10,11,10,10,10,9,6,9,7,14,4,5,6,0,1,4,6,6,7,5,1,9,0,9,6,9,0,8,0,6,6,10,7,7,3,8,9,0,6,6,10,6,3,9,5,8,18,10,14,9,4,10,6,3,8,5,4,6,4,10,7,7,6,8,10,8,7,0,4,6,10,11,4,1,6
162,6,14,11,1,4,6,10,9,11,7,4,10,0,14,4,0,4,1,6,10,4,14,11,10,5,5,9,11,5,6,14,0,9,8,8,5,9,10,11,5,4,4,11,7,1,0,6,7,11,14,0,14,1,5,6,1,4,8,7,1,0,5,6,1,11,11,5,1,8,9,0,5,10,8,14,8,1,11,14,11,10,10,10,0,6,9,7,14,4,5,6,0,1,0,6,6,8,14,1,9,0,9,6,9,0,8,0,6,6,10,7,7,5,8,9,0,6,6,10,6,8,9,0,8,0,10,7,1,4,10,6,8,14,5,4,6,4,10,7,7,6,10,10,8,7,0,4,6,10,11,4,14
163,5,19,3,11,1,4,6,10,0,10,7,1,10,4,12,4,4,4,1,10,10,4,3,6,10,5,5,19,11,3,1,3,4,9,19,3,5,9,10,7,5,11,12,11,7,1,19,6,11,11,3,4,5,4,5,6,19,4,12,7,1,4,9,0,19,11,11,5,1,11,9,0,5,10,12,12,8,1,9,3,11,10,0,10,0,6,9,12,12,4,5,6,12,19,4,6,6,12,3,1,9,0,9,6,9,0,8,0,0,6,10,7,7,3,8,12,0,6,0,3,6,3,9,0,8,0,19,12,12,4,19,0,3,10,5,4,6,4,8,7,7,0,9,10,8,12,19,4,9,10,6,4
164,3,9,0,3,11,9,6,9,6,5,3,7,14,6,0,14,4,0,9,9,6,6,4,3,6,6,5,5,9,11,3,6,3,0,9,11,3,11,8,10,5,8,14,14,14,7,14,0,11,11,11,3,0,5,4,5,6,4,4,14,7,9,0,5,0,0,11,11,5,9,11,9,0,5,3,14,14,11,8,8,3,11,6,0,8,9,6,9,7,14,14,5,6,14,3,0,6,6,7,3,14,9,0,9,6,9,0,8,0,6,6,6,7,7,3,11,9,0,7,6,3,6,3,9,0,8,0,10,14,9,4,11,0,3,6,5,4,6,4,8,7,7,0,8,3,8,7,0,4,6,6,6
165,1,10,0,0,5,11,1,4,6,10,5,5,7,4,10,0,7,4,0,11,1,10,10,4,5,3,10,3,5,20,11,3,10,3,0,3,11,10,11,3,10,10,1,4,4,1,7,1,0,11,11,11,5,0,10,20,5,6,1,4,8,7,8,0,5,0,1,11,8,1,1,11,3,0,5,5,8,5,8,1,0,1,11,6,0,10,0,6,3,7,7,4,5,6,1,1,0,6,6,7,5,1,0,0,10,6,3,0,8,0,6,6,10,7,7,10,11,3,0,6,6,10,6,10,3,5,8,0,10,7,10,4,10,6,3,10,5,4,6,4,10,7,7,6,10,10,8,7,0,4,6,10
166,3,14,3,9,0,14,8,9,3,9,10,5,5,7,14,10,0,14,3,0,9,9,10,10,3,3,5,10,5,5,14,6,3,8,3,0,7,8,8,5,3,10,5,0,14,14,14,7,14,0,6,7,10,3,0,14,14,5,6,9,21,8,7,8,0,5,6,0,8,8,5,14,10,3,0,5,5,21,14,8,8,0,14,3,6,6,10,9,14,3,7,14,14,5,6,14,14,9,6,6,14,14,14,9,0,10,6,9,0,8,0,6,6,10,7,7,8,8,9,0,6,6,10,6,8,3,5,8,6,10,14,9,9,10,6,8,10,5,3,6,10,5,7,7,6,10,10,8,7,0,3,10
167,7,0,14,10,9,0,14,8,9,4,9,10,5,5,7,4,10,4,12,4,0,9,9,10,10,4,3,5,10,5,5,14,6,3,8,3,4,4,0,8,5,3,10,5,0,6,4,0,7,8,0,10,7,10,3,0,10,14,5,6,0,4,12,7,8,4,5,6,0,8,8,5,8,10,3,0,5,5,10,12,8,8,4,14,10,6,6,10,9,14,10,4,14,4,5,6,0,0,4,6,6,12,3,0,9,0,10,6,9,0,12,6,6,6,10,7,7,8,12,9,0,6,6,9,6,8,9,5,8,6,10,12,10,4,10,6,3,10,5,4,6,4,10,7,7,6,10,10,8,12,0,4
168,9,5,0,19,10,9,19,7,11,9,0,9,11,5,5,7,5,11,0,12,4,0,10,9,11,11,12,3,5,10,5,5,19,11,3,3,3,0,12,19,3,5,3,10,5,8,12,12,12,7,9,0,11,11,10,3,0,10,4,5,6,19,4,12,7,9,0,5,6,19,11,8,19,9,11,3,0,5,5,12,12,8,8,8,19,11,6,6,10,9,19,9,12,19,12,5,6,19,19,0,6,6,12,3,19,9,0,10,6,9,0,8,0,6,6,10,7,7,3,11,9,0,6,6,10,6,3,9,5,8,6,10,12,9,4,11,6,3,11,5,0,6,7,10,7,7,6,10,10,8,12,0
169,8,19,5,0,19,10,9,19,7,11,9,0,9,11,5,5,7,5,11,0,12,0,0,9,9,11,11,0,3,5,11,5,5,19,6,3,3,3,0,12,19,3,5,3,10,5,8,6,0,12,7,9,0,11,11,10,3,0,10,19,5,6,19,21,12,7,9,0,5,6,19,11,11,19,9,11,3,0,5,5,12,12,11,8,8,19,11,6,6,10,9,9,9,0,19,0,5,6,19,19,0,6,6,12,3,19,9,0,10,6,9,0,11,6,6,6,10,7,7,3,11,9,0,6,6,9,6,3,9,5,11,12,10,12,10,0,10,6,3,11,5,0,6,7,10,7,7,6,10,22,11,12
170,8,8,5,5,0,19,11,9,19,5,11,9,0,9,8,5,8,7,5,8,0,3,0,0,11,9,8,8,5,3,5,8,5,5,19,11,3,3,3,0,7,19,3,11,3,10,5,5,6,0,11,7,8,0,11,11,11,3,0,10,5,5,6,19,5,8,7,9,0,9,6,19,8,8,19,9,8,3,0,5,8,8,3,8,8,8,19,11,8,10,5,9,6,9,0,19,0,5,6,19,19,0,6,6,7,3,19,9,0,10,6,9,0,8,6,6,6,10,7,7,3,11,9,0,6,6,6,6,3,9,5,8,7,10,7,9,0,10,6,3,8,5,0,6,7,5,7,7,6,8,5,8
171,23,21,21,14,5,0,14,10,9,19,14,8,9,10,9,0,5,5,7,5,3,0,3,8,19,9,9,3,8,5,3,5,3,5,5,14,6,3,6,3,10,7,19,3,5,21,10,5,0,0,0,0,7,21,19,6,7,10,3,0,10,14,5,6,19,21,8,7,9,10,5,10,19,8,8,10,9,8,3,0,0,5,21,3,8,8,21,14,8,10,10,10,9,6,9,7,19,0,0,6,0,19,0,6,6,7,3,0,9,0,10,6,9,0,8,6,6,6,10,7,7,6,8,9,10,6,6,6,6,19,9,5,0,10,10,7,10,9,10,6,3,3,5,0,6,7,10,7,7,6,10,10
172,6,24,21,21,19,5,0,19,25,9,0,21,8,9,0,9,8,5,5,7,12,3,0,3,12,0,9,9,3,8,12,3,5,3,5,5,19,6,5,6,3,0,12,19,25,5,21,10,5,21,12,12,25,7,21,0,6,7,25,3,0,10,21,5,6,19,12,12,7,9,0,5,6,0,8,8,25,9,8,3,0,5,5,8,3,8,8,21,19,8,8,10,21,9,6,9,12,19,12,5,6,19,19,0,6,6,12,3,19,9,0,10,6,9,0,8,0,6,6,25,7,7,25,8,9,0,6,6,9,6,19,9,5,8,0,10,12,9,12,10,6,3,3,5,0,6,7,10,7,7,6,8
173,8,7,24,6,6,19,5,0,19,3,9,19,10,8,9,10,9,0,5,5,7,12,3,0,3,12,19,9,9,6,0,12,3,5,3,5,5,19,6,3,6,3,10,12,19,3,5,19,10,5,0,12,12,0,7,9,19,6,7,8,3,19,10,10,5,6,19,12,12,7,9,10,5,6,19,8,8,10,9,8,19,0,0,5,8,3,8,0,6,19,8,6,10,10,9,6,9,12,19,12,0,6,0,19,10,6,6,12,3,0,9,0,10,6,9,0,8,6,6,6,10,7,7,3,8,9,10,6,6,9,6,19,9,5,0,10,10,12,10,12,10,6,3,3,5,12,6,7,10,7,7,6
174,3,1,7,24,6,6,14,5,0,14,3,9,0,14,11,1,12,9,11,5,5,7,12,11,0,3,9,0,9,9,11,11,12,3,5,3,5,5,14,11,5,6,3,0,8,17,3,5,14,10,5,1,12,12,3,7,1,0,11,11,17,3,0,14,14,5,11,9,12,8,7,1,0,5,0,7,11,11,10,1,11,10,0,5,5,8,3,11,1,12,14,11,11,0,10,8,6,8,12,17,12,5,9,12,14,0,9,11,8,3,1,8,0,10,6,9,0,8,0,6,6,10,7,7,1,6,9,0,6,6,9,6,3,8,5,8,8,10,12,10,12,10,6,8,11,5,12,6,7,10,7,7
175,9,3,1,7,24,21,21,21,5,0,19,3,9,19,21,11,1,0,9,11,5,5,7,5,11,0,3,11,0,9,9,6,11,0,3,5,3,5,5,19,9,5,6,3,0,8,19,3,5,21,10,5,21,6,0,1,7,1,0,9,9,21,3,0,10,21,5,6,7,21,8,7,1,0,5,6,7,11,11,1,1,11,3,0,5,5,8,3,6,1,21,19,11,6,10,21,8,19,8,0,19,0,5,9,0,19,0,9,6,8,3,1,8,0,10,6,9,0,8,6,6,6,3,7,7,3,11,9,0,6,6,9,6,3,8,5,8,8,10,10,10,0,10,6,8,11,5,0,6,7,10,7
176,19,12,26,19,0,24,6,6,6,0,0,19,26,9,0,19,11,9,26,9,0,12,7,7,12,3,0,12,3,0,9,9,6,0,12,3,12,3,0,11,7,6,3,6,3,0,12,19,3,11,19,10,12,0,12,12,12,7,12,0,6,19,11,3,0,10,11,11,6,0,12,12,26,9,0,11,6,0,6,0,19,9,11,3,0,0,0,12,12,6,19,12,19,11,6,6,12,9,6,9,12,19,12,0,6,19,19,0,6,6,12,3,19,9,0,10,6,9,0,12,0,6,6,26,7,7,3,11,9,0,6,6,9,6,3,9,0,0,12,10,12,9,12,6,6,3,0,12,12,6,7,26
177,10,19,3,25,19,19,24,21,21,19,5,0,19,25,9,19,19,11,9,12,9,11,5,7,7,5,11,0,10,12,0,9,9,11,11,12,10,5,19,5,5,7,6,5,3,10,0,3,19,3,5,21,10,5,21,6,12,25,7,21,19,11,11,25,10,0,10,21,5,6,19,21,6,12,9,0,5,0,19,11,11,25,9,11,10,0,5,5,21,10,11,19,21,19,11,11,0,21,9,6,9,12,19,12,5,6,19,19,0,6,6,6,7,19,9,0,10,6,9,0,11,0,6,6,25,7,7,3,11,9,0,7,6,9,6,19,9,5,11,6,10,12,9,12,10,6,3,11,5,12,6,7
178,5,9,19,8,25,1,19,9,21,21,6,5,0,6,25,9,19,21,8,1,25,9,0,5,7,7,5,6,0,10,9,0,9,9,6,6,5,10,5,19,5,5,7,6,5,6,10,0,8,19,7,5,21,10,5,21,6,0,25,7,1,19,6,8,8,10,0,10,21,5,6,19,21,8,25,1,0,5,6,19,6,8,25,1,8,10,0,5,5,8,10,6,1,21,19,8,6,6,21,8,6,8,0,10,0,5,6,0,19,0,6,6,8,7,1,8,0,10,6,9,0,8,0,6,6,25,7,7,1,8,9,0,7,6,9,6,19,8,5,8,8,10,10,25,9,6,6,8,10,5,0,6
179,1,11,11,19,12,25,1,19,9,21,21,0,5,0,19,25,9,19,10,11,1,12,9,11,21,7,7,12,11,0,12,12,3,9,9,11,11,12,3,9,25,5,5,7,9,3,6,3,10,12,19,3,5,21,10,5,21,12,12,0,7,21,19,11,11,25,3,3,10,0,5,6,19,21,12,12,1,10,5,1,19,11,11,19,1,11,3,0,5,5,12,12,11,1,21,19,11,11,10,21,0,6,9,12,19,12,5,9,19,19,0,9,6,12,3,19,9,0,10,6,9,0,11,0,6,6,25,7,7,1,11,9,10,7,6,9,6,3,3,5,11,0,10,12,0,12,10,6,3,11,5,3
180,10,9,7,5,9,3,11,1,0,24,6,6,14,5,0,9,11,9,0,3,11,1,11,9,5,6,6,7,12,10,0,10,12,0,11,1,6,5,12,10,10,19,10,5,7,6,10,3,10,0,12,19,7,5,6,10,10,6,12,12,11,7,1,0,6,11,11,10,0,10,14,5,6,19,10,12,12,9,0,10,6,0,6,5,10,1,8,10,0,5,5,8,10,6,1,8,9,11,6,6,10,8,9,9,12,9,12,5,6,1,1,0,6,6,12,7,1,8,0,10,6,9,0,8,0,6,6,10,7,7,3,11,9,0,6,6,10,6,19,8,0,8,8,10,12,10,12,6,6,3,10,10
181,10,1,19,11,11,19,1,25,1,0,9,21,21,14,5,0,19,25,9,0,1,11,1,25,9,11,21,21,7,12,11,0,12,9,0,9,9,6,11,12,3,5,7,5,5,19,6,5,1,3,0,12,19,7,11,21,10,5,21,12,12,12,7,1,0,11,11,17,3,0,10,14,5,6,7,12,12,10,1,0,5,6,0,11,11,25,1,11,3,0,5,5,12,12,11,1,21,19,11,11,10,25,9,19,9,12,19,12,5,6,12,19,0,6,6,12,3,1,9,0,25,6,9,0,11,0,6,6,25,7,7,1,11,5,0,6,6,9,6,3,9,0,11,9,10,12,25,9,10,6,1,11
182,21,12,6,9,11,5,9,3,25,1,0,24,21,21,14,14,0,9,25,9,0,14,11,1,25,9,5,21,7,7,12,5,0,10,11,0,3,9,6,5,12,10,12,5,12,11,7,6,10,3,10,0,8,11,7,11,7,5,12,21,6,12,25,7,21,0,6,11,11,10,0,14,14,11,6,0,12,8,25,9,0,8,6,0,6,11,25,1,5,10,0,14,5,8,10,11,1,21,14,11,6,6,12,8,9,9,7,9,12,14,6,21,21,0,6,6,8,7,1,8,0,25,8,9,0,8,0,21,6,25,7,7,3,11,9,0,7,21,3,6,0,8,0,8,8,10,12,25,12,6,21,8
183,12,6,12,6,9,11,11,19,8,25,0,19,9,21,21,14,14,0,9,25,9,19,21,11,1,25,9,11,21,7,7,12,11,19,10,11,19,9,9,6,11,12,10,12,19,12,14,7,6,10,21,10,0,8,19,7,11,21,10,12,21,6,12,25,7,21,19,6,11,11,10,19,21,14,14,6,19,12,8,25,1,0,8,6,19,11,11,25,1,11,10,0,14,14,8,10,11,0,8,14,11,6,6,12,8,9,8,7,9,12,14,6,19,19,0,6,6,8,7,19,8,0,10,21,9,0,8,0,0,6,25,7,7,1,11,9,0,7,0,9,6,19,8,0,8,8,10,12,25,12,6,0
184,19,14,6,12,1,19,7,5,0,10,11,1,0,9,21,21,14,14,0,19,11,9,0,14,11,1,12,9,5,21,5,7,12,5,0,10,12,0,9,9,6,5,12,10,12,5,12,11,19,6,10,19,10,0,8,19,7,11,21,5,12,1,6,12,10,7,1,0,6,11,11,10,0,14,14,11,6,0,21,8,12,1,0,8,6,0,6,5,1,1,5,10,0,14,5,8,10,6,1,8,14,11,6,6,12,8,19,8,7,19,12,14,6,1,19,14,6,6,8,7,1,8,0,10,8,9,0,8,0,10,6,5,7,7,1,11,9,0,7,19,9,6,0,8,0,8,8,10,12,14,12,6
185,19,6,10,6,12,7,10,11,11,19,8,26,7,19,24,26,26,14,0,0,10,26,9,19,7,11,9,26,9,0,24,0,7,12,19,0,10,9,19,9,9,6,11,12,10,12,19,12,11,7,11,10,7,10,10,8,19,7,11,26,10,12,26,12,12,10,7,12,19,11,11,11,10,19,10,10,11,6,19,12,8,26,9,10,8,6,19,11,11,12,12,11,10,0,0,0,8,10,6,7,8,14,11,6,6,12,8,9,8,12,9,12,0,6,12,19,10,6,6,8,7,12,8,0,10,26,9,0,8,6,6,6,12,7,7,12,11,9,10,6,6,12,6,19,8,0,8,8,10,12,12,9
186,8,6,0,10,10,12,6,19,7,5,0,19,11,10,0,24,21,21,10,5,0,10,11,9,0,10,11,1,11,9,0,21,5,7,12,0,0,12,11,0,9,9,6,0,12,10,12,0,5,19,19,6,8,19,8,10,8,9,7,19,21,10,12,21,6,12,11,7,21,0,6,6,7,8,0,10,10,19,6,0,21,12,11,9,10,8,6,0,6,5,12,1,0,8,0,19,5,21,12,6,1,8,5,11,6,10,12,8,9,8,12,9,12,5,6,12,19,10,6,6,12,19,1,8,0,7,21,9,0,8,0,19,6,12,7,7,12,21,9,10,21,19,12,6,0,8,0,8,10,7,12,12
187,19,19,9,0,10,0,25,1,19,7,11,1,1,25,1,0,9,21,21,14,14,0,19,25,9,0,21,11,1,25,9,11,24,25,7,12,11,0,12,9,0,9,9,11,11,12,25,25,19,14,14,19,11,14,21,25,0,8,19,7,11,21,10,12,1,12,12,25,7,1,0,11,11,7,25,0,10,14,14,19,19,21,12,25,1,0,8,0,1,11,11,1,1,11,10,0,14,14,21,12,11,1,8,1,11,11,0,25,8,19,8,12,19,12,14,9,1,1,0,19,19,12,7,1,8,0,10,21,9,0,8,0,19,21,25,7,7,19,21,9,0,21,19,9,21,19,8,0,8,8,10,12
188,14,9,3,6,10,10,10,25,6,9,11,11,0,3,25,10,0,24,3,12,3,14,0,19,25,9,10,3,11,1,25,9,11,24,14,7,12,11,0,7,3,10,9,9,11,11,12,10,25,11,25,14,7,6,25,3,25,10,9,19,25,7,3,10,14,12,12,12,25,7,12,0,6,6,17,3,10,14,14,14,6,0,12,11,3,9,10,14,10,0,11,11,25,9,11,3,0,14,14,9,14,11,1,12,19,11,11,10,12,9,19,9,12,19,12,14,6,12,19,10,6,6,7,7,12,9,0,7,6,9,0,11,10,7,6,25,7,7,25,19,7,10,6,19,9,6,3,9,0,11,10,7
